0.9228211;0.9549296
0.9228211;1.273239
0.9278464;0.9549296
0.9228211;0.3183099
1.384232;0.6366197
0.4614108;0.9549296
0.9299994;0.9549296
0.797559;1.273239
0.4614096;0.9549296
0.9228211;0.9549296
1.39789;0.9549296
1.221842;0.3183099
1.221842;0.9549296
1.221843;0.6366197
0.7999992;0.9549296
1.845644;0.3183099
0.9228228;1.273239
1.845644;1.273239
0.4614108;0.9549296
0.4614124;0.6366197
1.221842;0.9549296
1.221843;0.9549296
0.7999992;1.273239
1.221842;0.6366197
0.9228211;0.6366197
1.221844;0.3183099
1.6;0.3183099
1.392911;1.273239
1.392911;0.9549296
1.389245;0.3183099
1.219181;0.6366197
1.384233;0.3183099
0.8062254;1.273239
0.9228228;0.6366197
1.669012;0.3183099
1.226745;0.9549296
1.384233;0.6366197
1.674426;0.3183099
1.221844;1.591549
0.4614108;1.273239
1.223766;0.3183099
1.227029;0.9549296
1.221842;0.6366197
1.384231;0.9549296
0.8062272;0.9549296
1.389245;0.6366197
1.392912;0.6366197
0.7999992;0.6366197
1.221844;0.6366197
0.9228228;1.273239
1.677201;0.6366197
1.221844;1.273239
1.227028;0.6366197
1.226743;0.6366197
0.9228228;1.273239
1.384231;0.6366197
1.392912;1.909859
0.9228211;0.9549296
1.230326;1.273239
1.384231;1.273239
0.8062254;1.273239
1.221842;1.273239
1.389243;0.9549296
0.9228211;1.273239
0.8000031;1.273239
1.845643;0.6366197
0.4614087;0.9549296
0.9300003;1.591549
1.674426;0.9549296
1.384234;0.6366197
1.667602;0.9549296
1.227029;1.273239
1.667603;0.6366197
0.4599991;0.9549296
1.227028;0.3183099
1.669312;0.6366197
1.389246;0.9549296
1.221843;0.6366197
0.9200001;0.9549296
1.392911;1.909859
0.9228206;0.3183099
0.9315054;0.6366197
1.226743;0.9549296
1.21918;0.6366197
1.21918;0.9549296
1.221843;0.9549296
1.226743;0.6366197
0.9299984;1.273239
1.226743;0.9549296
1.220901;1.273239
0.4614087;0.9549296
0.7975565;1.273239
0.9200001;0.9549296
0.9228211;0.9549296
1.384233;0.9549296
1.389246;0.3183099
1.227029;1.273239
0.9300003;1.273239
0.79756;1.909859
