1,273239;0,9228228
1,591549;0,4701082
0,6366197;0,4614106
0,6366197;0,4614108
0,9549296;0,9228211
0,3183099;1,21918
0,3183099;0,9315035
0,6366197;0,9228228
1,273239;0
0,9549296;0,9228211
0,6366197;0,4599991
0,6366197;1,389245
0,6366197;0,7999992
1,591549;0,4614124
0,3183099;1,221844
0,6366197;0,9278464
1,273239;0,461412
0,6366197;0,9278464
1,591549;0,9228211
0,6366197;0,9228228
0,9549296;0,7999992
0,6366197;0,9228228
0,6366197;0,7999992
0,9549296;0,7999992
0,6366197;0,9278464
1,273239;0,79756
0,6366197;0,4614108
0,6366197;0,4664757
0,6366197;0
0,9549296;0,9228211
1,273239;0,9228211
0,6366197;0,7975582
0,9549296;1,384233
1,591549;0,7975582
0,3183099;0,9228228
0,9549296;0,9228228
0,6366197;1,221844
1,591549;1,22703
1,273239;0,7999992
0,3183099;1,384232
0,9549296;0,7975592
0,6366197;1,223764
0,3183099;0,7975582
1,273239;0,9228228
0,9549296;0,9315054
0,9549296;1,221843
0,6366197;1,231667
1,909859;0,9228211
0,9549296;0,4664773
0,9549296;1,233288
0,9549296;0
0,6366197;1,6
0,9549296;1,221842
1,591549;0,4614103
0,3183099;1,384233
0,6366197;1,217579
0,6366197;0,9228211
0,9549296;1,384231
0,6366197;1,231667
0,9549296;0,4700003
0,3183099;1,21918
0,9549296;0,7975582
0,6366197;0,797559
1,273239;1,221842
1,273239;0,9228228
0,9549296;1,227029
0,9549296;1,223766
0,9549296;0,7999992
1,273239;1,221843
0,9549296;0,9228228
0,3183099;1,595118
1,909859;0,9315054
0,3183099;0,9228211
1,273239;0,8062264
1,273239;0,9228211
1,273239;0,7975581
0,6366197;0,7999992
0,9549296;0,927846
0,6366197;0
0,9549296;0,79756
0,3183099;0,9278481
1,273239;1,21758
1,273239;0,4699993
1,591549;1,231667
1,273239;1,221844
0,6366197;1,21918
1,591549;0,7999992
0,9549296;1,850649
0,6366197;0,7975581
1,591549;0,8062264
1,591549;0,9278481
0,9549296;0,9299984
1,273239;0,7975592
0,3183099;0,9300003
0,9549296;0,7975573
0,3183099;1,221842
1,591549;0,7975582
0,6366197;1,227029
1,273239;0,79756
1,591549;0,4614103
1,591549;0,79756
0,6366197;0,922824
0,9549296;1,225766
1,909859;0,8062245
0,6366197;0,7975584
0,3183099;1,217579
1,273239;0,927846
1,591549;1,21918
1,273239;0,9228206
1,909859;0,4614103
1,273239;1,389243
0,3183099;1,226743
0,6366197;1,384234
1,591549;0,8062254
0,3183099;0,79756
0,3183099;1,221843
0,9549296;0,8062272
0,6366197;0,7975565
0,3183099;0,7975592
0,3183099;0,8062253
1,273239;1,226743
1,273239;0,7975592
1,273239;0,7975573
0,3183099;0,9200001
0,3183099;0,9228206
1,591549;1,662077
0,3183099;0,9300003
0,9549296;1,21758
0,9549296;0,9278464
1,273239;0,9200001
0,3183099;0,8062253
