id,birthday,stayInDest,freeFlowVeloc,premovementTime,torsoDiameter,groupID,groupSize,origin,destination,navigation,pathID
0,1.053767453416149,,1.4356071117219646,0.0,0.4123620227279884,-1,1,s-UG,,fastest,path1
1,4.215069813664596,,1.4092685372088514,0.0,0.4005122660630288,-1,1,s-OG2,,fastest,path2
