id,birthday,stayInDest,freeFlowVeloc,premovementTime,torsoDiameter,groupID,groupSize,origin,destination,navigation,pathID
0,1.053767453416149,,1.4356071117219646,0.0,0.48944809091195346,-1,1,origin_simObjects-OG2-9,destination_dest_EG,fastest,path-0
1,1.053767453416149,,1.4092685372088514,0.0,0.5975746464319694,-1,1,origin_simObjects-OG2-9,destination_dest_EG,fastest,path-0
2,1.053767453416149,,1.1727189085871232,0.0,0.44022186886486947,-1,1,origin_simObjects-OG2-9,destination_dest_EG,fastest,path-0
3,1.053767453416149,,1.3467670158477951,0.0,0.5057273912785699,-1,1,origin_simObjects-OG2-9,destination_dest_EG,fastest,path-0
4,1.053767453416149,,1.288894154366185,0.0,0.5561239788516402,-1,1,origin_simObjects-OG2-9,destination_dest_EG,fastest,path-0
5,1.053767453416149,,1.5990369987895232,0.0,0.4629152616480955,-1,1,origin_simObjects-OG2-9,destination_dest_EG,fastest,path-0
6,1.053767453416149,,1.4457086773154184,0.0,0.5891788958824801,-1,1,origin_simObjects-OG2-9,destination_dest_EG,fastest,path-0
7,1.053767453416149,,1.399921354517499,0.0,0.4748112659535498,-1,1,origin_simObjects-OG2-9,destination_dest_EG,fastest,path-0
8,1.053767453416149,,1.2011979156262154,0.0,0.5628833985668095,-1,1,origin_simObjects-OG2-9,destination_dest_EG,fastest,path-0
9,1.053767453416149,,1.4642401812951886,0.0,0.5989555128009302,-1,1,origin_simObjects-OG2-9,destination_dest_EG,fastest,path-0
10,1.053767453416149,,1.2411951675339166,0.0,0.5375810421620422,-1,1,origin_simObjects-OG1-5,destination_dest_EG,fastest,path-1
11,1.053767453416149,,0.9593948226173292,0.0,0.4720826300772685,-1,1,origin_simObjects-OG1-5,destination_dest_EG,fastest,path-1
12,1.053767453416149,,1.0724416270612669,0.0,0.44186477412424763,-1,1,origin_simObjects-OG1-5,destination_dest_EG,fastest,path-1
13,1.053767453416149,,1.3792364240154449,0.0,0.49363579551551123,-1,1,origin_simObjects-OG1-5,destination_dest_EG,fastest,path-1
14,1.053767453416149,,1.2606998297157734,0.0,0.487610922385725,-1,1,origin_simObjects-OG1-5,destination_dest_EG,fastest,path-1
15,1.053767453416149,,1.0771781264723392,0.0,0.4671992174905743,-1,1,origin_simObjects-OG1-5,destination_dest_EG,fastest,path-1
16,1.053767453416149,,1.5774137774000347,0.0,0.5217208767917215,-1,1,origin_simObjects-OG1-5,destination_dest_EG,fastest,path-1
17,1.053767453416149,,1.3540455580822275,0.0,0.5061260581664301,-1,1,origin_simObjects-OG1-5,destination_dest_EG,fastest,path-1
18,1.053767453416149,,1.4608449643336683,0.0,0.5585789354295159,-1,1,origin_simObjects-OG1-5,destination_dest_EG,fastest,path-1
19,1.053767453416149,,1.300820566434179,0.0,0.47642172082196027,-1,1,origin_simObjects-OG1-5,destination_dest_EG,fastest,path-1
20,1.053767453416149,,1.0247269689157439,0.0,0.4860602876665433,-1,1,origin_simObjects-OG1-4,,fastest,void
21,1.053767453416149,,1.2402163909391073,0.0,0.5365841237941759,-1,1,origin_simObjects-OG1-4,,fastest,void
22,1.053767453416149,,0.9568961925906038,0.0,0.4457268434196748,-1,1,origin_simObjects-OG1-4,,fastest,void
23,1.053767453416149,,1.2041444108271213,0.0,0.5094627096898756,-1,1,origin_simObjects-OG1-4,,fastest,void
24,1.053767453416149,,1.5971834398548548,0.0,0.5120108448399878,-1,1,origin_simObjects-OG1-4,,fastest,void
25,1.053767453416149,,1.1158436407953163,0.0,0.4729862261332336,-1,1,origin_simObjects-OG1-4,,fastest,void
26,1.053767453416149,,1.4764435312737334,0.0,0.5866724383094863,-1,1,origin_simObjects-OG1-4,,fastest,void
27,1.053767453416149,,0.9960667452421208,0.0,0.5943975595257963,-1,1,origin_simObjects-OG1-4,,fastest,void
28,1.053767453416149,,1.6008944995986687,0.0,0.5086220484846483,-1,1,origin_simObjects-OG1-4,,fastest,void
29,1.053767453416149,,1.3796385000455642,0.0,0.5335046765188712,-1,1,origin_simObjects-OG1-4,,fastest,void
